age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
16,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,68.0,Rural,Southern Province,15600.0
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,56.0,Rural,Southern Province,52000.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Southern Province,33800.0
17,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Urban,Southern Province,65000.0
20,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,54.0,Urban,Southern Province,130000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Urban,Southern Province,78000.0
24,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Urban,Southern Province,312000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,54.0,Urban,Southern Province,25000.0
26,Lower secondary education,Agriculture,Services,Private business or VUP,Oral agreement,70.0,Rural,Western Province,80000.0
17,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,12000.0
26,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,70.0,Urban,Western Province,130000.0
16,Primary education,Elementary and other work,Services,Household,Oral agreement,48.0,Urban,Western Province,13000.0
22,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,34.0,Rural,Western Province,52000.0
27,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,53.0,Rural,Western Province,39000.0
27,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Western Province,26000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,32.0,Rural,Western Province,52000.0
17,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,25.0,Rural,Western Province,13000.0
26,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Western Province,26000.0
29,Primary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,36.0,Rural,Western Province,52000.0
18,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
28,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,3.0,Rural,Western Province,20800.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,20800.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Western Province,39000.0
16,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,15.0,Urban,Western Province,13000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Urban,Western Province,26000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Rural,Western Province,39000.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Western Province,52000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,39000.0
21,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,21.0,Rural,Western Province,65000.0
23,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Western Province,65000.0
22,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,39000.0
23,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,36.0,Rural,Western Province,65000.0
19,Primary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,20.0,Rural,Western Province,260000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,39000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,39000.0
23,Primary education,Agriculture,Agriculture,Other,Written contract,30.0,Rural,Western Province,27000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Western Province,26000.0
16,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
17,Primary education,Agriculture,Services,Private business or VUP,Oral agreement,15.0,Rural,Western Province,39000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Rural,Western Province,21666.666
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Western Province,8666.667
27,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Urban,Western Province,39000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Urban,Western Province,26000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,56.0,Rural,Western Province,12000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,49.0,Rural,Western Province,15000.0
20,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Rural,Western Province,52000.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Western Province,39000.0
27,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,20.0,Rural,Western Province,130000.0
20,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,24.0,Rural,Western Province,19500.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Northern Province,20800.0
29,Primary education,Science and engineering,Services,Private business or VUP,Oral agreement,8.0,Rural,Northern Province,91000.0
21,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Northern Province,26000.0
18,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Northern Province,26000.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,23400.0
24,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Northern Province,30000.0
16,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,27.0,Rural,Northern Province,26000.0
18,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,26000.0
18,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,26000.0
22,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Northern Province,52000.0
22,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,47.0,Rural,Northern Province,30000.0
28,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,48.0,Urban,Northern Province,40000.0
19,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,24.0,Urban,Northern Province,52000.0
23,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,60.0,Urban,Northern Province,78000.0
21,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,20.0,Urban,Northern Province,39000.0
21,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,3.0,Urban,Northern Province,52000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Northern Province,39000.0
29,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,29.0,Rural,Northern Province,26000.0
22,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,54.0,Rural,Northern Province,52000.0
30,Tertiary education,"Education, health and social services",Services,Private business or VUP,Written contract,40.0,Urban,Northern Province,300000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,32.0,Rural,Northern Province,39000.0
28,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,54.0,Rural,Northern Province,104000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Northern Province,39000.0
26,Tertiary education,"Education, health and social services",Services,Private business or VUP,Written contract,48.0,Rural,Northern Province,200000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,2.0,Rural,Northern Province,65000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,39000.0
18,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Northern Province,52000.0
16,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,65000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,26000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Northern Province,52000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Northern Province,39000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,56.0,Rural,Northern Province,52000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Northern Province,7000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Northern Province,26000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Northern Province,26000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Northern Province,26000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Northern Province,26000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Written contract,35.0,Rural,Northern Province,10000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,31200.0
